command,command_key,base_command,category,description,examples,source_line,source_page,canonical_source,source_files,status,duplicate_type,duplicate_of,quality_flags,confidence
journalctl -b,journalctl -b,journalctl,RHCSA Exam Tasks,current boot only. SAFE,journalctl -b,19011,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | komendy,duplicate_existing,canonical+command_index+candidate_internal,journalctl -b,,high
journalctl -b -1,journalctl -b -1,journalctl,RHCSA Exam Tasks,previous boot. SAFE,journalctl -b -1,19016,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,canonical+command_index+candidate_internal,journalctl -b -1,,high
journalctl -b -1 # poprzedni boot,journalctl -b -1 # poprzedni boot,journalctl,RHCSA Exam Tasks,Journald (logi),journalctl -b -1 # poprzedni boot,19021,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,journalctl -b -1 # poprzedni boot,,high
journalctl -f,journalctl -f,journalctl,RHCSA Exam Tasks,Na żywo (follow) 398,journalctl -f,19026,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,canonical+command_index+candidate_internal,journalctl -f,,high
journalctl -f # follow (jak tail -f),journalctl -f # follow (jak tail -f),journalctl,RHCSA Exam Tasks,Journald (logi),journalctl -f # follow (jak tail -f),19036,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,journalctl -f # follow (jak tail -f),,high
journalctl -f ledzenie logów na ywo aureport -l,journalctl -f ledzenie logów na ywo aureport -l,journalctl,RHCSA Exam Tasks,Sekcja Komend,journalctl -f ledzenie logów na ywo aureport -l,19041,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,candidate_internal,journalctl -f ledzenie logów na ywo aureport -l,weak_description,high
journalctl -k,journalctl -k,journalctl,RHCSA Exam Tasks,kernel logs only. SAFE,journalctl -k,19046,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy | linux_engineering_book.pdf,duplicate_existing,canonical+command_index+candidate_internal,journalctl -k,,high
journalctl -k | grep -i oom,journalctl -k | grep -i oom,journalctl,RHCSA Exam Tasks,5.4 OOM Killer,journalctl -k | grep -i oom,19051,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md,duplicate_existing,candidate_internal,journalctl -k | grep -i oom,,high
journalctl -o,journalctl -o,journalctl,RHCSA Exam Tasks,Sekcja Komend,journalctl -o,19056,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,journalctl -o,weak_description,high
journalctl -p,journalctl -p,journalctl,RHCSA Exam Tasks,"Po priorytecie (err, warning)",journalctl -p err,19061,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,canonical+command_index+candidate_internal,journalctl -p,,high
journalctl -p err,journalctl -p err,journalctl,RHCSA Exam Tasks,priority filter. SAFE,journalctl -p err,19066,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf | komendy,duplicate_existing,canonical+command_index+candidate_internal,journalctl -p err,,high
journalctl -p err # tylko błędy,journalctl -p err # tylko błędy,journalctl,RHCSA Exam Tasks,Journald (logi) 399,journalctl -p err # tylko błędy,19071,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,journalctl -p err # tylko błędy,,high
journalctl -u,journalctl -u,journalctl,RHCSA Exam Tasks,Logi konkretnej usługi,journalctl -u sshd,19081,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,canonical+command_index+candidate_internal,journalctl -u,,high
journalctl -u nginx,journalctl -u nginx,journalctl,RHCSA Exam Tasks,unit-specific logs. SAFE,journalctl -u nginx,19086,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,journalctl -u nginx,,high
journalctl -u nginx # logi usługi,journalctl -u nginx # logi usługi,journalctl,RHCSA Exam Tasks,Journald (logi),journalctl -u nginx # logi usługi,19091,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,journalctl -u nginx # logi usługi,,high
journalctl -u nginx -f,journalctl -u nginx -f,journalctl,RHCSA Exam Tasks,follow unit logs. SAFE,journalctl -u nginx -f,19096,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,journalctl -u nginx -f,,high
journalctl -u sshd,journalctl -u sshd,journalctl,RHCSA Exam Tasks,Sekcja Komend,journalctl -u sshd,19101,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,journalctl -u sshd,weak_description,high
journalctl -xb,journalctl -xb,journalctl,RHCSA Exam Tasks,current boot logs. SAFE,journalctl -xb,19106,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,journalctl -xb,,high
journalctl -xe,journalctl -xe,journalctl,RHCSA Exam Tasks,recent errors with context. SAFE,journalctl -xe,19111,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf | komendy,duplicate_existing,canonical+command_index+candidate_internal,journalctl -xe,,high
lvcreate,lvcreate,lvcreate,RHCSA Exam Tasks,Tworzy Logical Volume 400,lvcreate -L 10G -n lv_www vg_data,19116,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,lvcreate,,high
lvcreate -L 100G -n lv_data vg0,lvcreate -L 100G -n lv_data vg0,lvcreate,RHCSA Exam Tasks,create LV. SAFE,lvcreate -L 100G -n lv_data vg0,19126,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,lvcreate -L 100G -n lv_data vg0,,high
lvcreate -L 100G -n lv_data vg_data,lvcreate -L 100G -n lv_data vg_data,lvcreate,RHCSA Exam Tasks,6.4 LVM (Logical Volume Manager),lvcreate -L 100G -n lv_data vg_data,19131,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,lvcreate -L 100G -n lv_data vg_data,,high
lvcreate -L 10G -s -n lv_snap /dev/vg0/lv_data,lvcreate -L 10G -s -n lv_snap /dev/vg0/lv_data,lvcreate,RHCSA Exam Tasks,snapshot. SAFE,lvcreate -L 10G -s -n lv_snap /dev/vg0/lv_data,19136,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,lvcreate -L 10G -s -n lv_snap /dev/vg0/lv_data,,high
lvcreate -L 10G -s -n snap_data /dev/vg_data/lv_data,lvcreate -L 10G -s -n snap_data /dev/vg_data/lv_data,lvcreate,RHCSA Exam Tasks,6.4 LVM (Logical Volume Manager),lvcreate -L 10G -s -n snap_data /dev/vg_data/lv_data,19141,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,lvcreate -L 10G -s -n snap_data /dev/vg_data/lv_data,,high
lvcreate -l,lvcreate -l,lvcreate,RHCSA Exam Tasks,Używa %VG lub %FREE,lvcreate -l 100%FREE -n lv_tmp vg_data,19146,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,lvcreate -l,,high
lvextend,lvextend,lvextend,RHCSA Exam Tasks,Rozszerza LV,lvextend -L +5G /dev/vg_data/lv_www,19151,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,lvextend,,high
lvextend --resizefs -L +500G /dev/mapper/vg_prod_storage-lv_db,lvextend --resizefs -L +500G /dev/mapper/vg_prod_storage-lv_db,lvextend,RHCSA Exam Tasks,Dynamiczne rozszerzenie wolumenu logicznego wraz z jednoczesnym przeskalowaniem systemu plików XFS online,lvextend --resizefs -L +500G /dev/mapper/vg_prod_storage-lv_db,19156,,runtime/knowledge/source/linux_master_library_v1.pdf,encyklopedia_inzynierii_linux.html | encyklopedia_inzynierii_linux.pdf,duplicate_existing,candidate_internal,lvextend --resizefs -L +500G /dev/mapper/vg_prod_storage-lv_db,,high
lvextend -L +50G /dev/vg0/lv_data,lvextend -L +50G /dev/vg0/lv_data,lvextend,RHCSA Exam Tasks,extend LV. CAUTION 401,lvextend -L +50G /dev/vg0/lv_data,19161,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,lvextend -L +50G /dev/vg0/lv_data,,high
lvextend -L +50G /dev/vg_data/lv_data,lvextend -L +50G /dev/vg_data/lv_data,lvextend,RHCSA Exam Tasks,6.4 LVM (Logical Volume Manager),lvextend -L +50G /dev/vg_data/lv_data,19171,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,lvextend -L +50G /dev/vg_data/lv_data,,high
lvextend -r,lvextend -r,lvextend,RHCSA Exam Tasks,Use to extend filesystem in one step.,lvextend -r,19176,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,lvextend -r,,high
mkfs.xfs,mkfs.xfs,mkfs.xfs,RHCSA Exam Tasks,Formatuje XFS,mkfs.xfs /dev/sda1,19181,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,mkfs.xfs,,high
mkfs.xfs -L,mkfs.xfs -L,mkfs.xfs,RHCSA Exam Tasks,Sekcja Komend,mkfs.xfs -L,19186,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,candidate_internal,mkfs.xfs -L,weak_description,high
"mkfs.xfs -L ""data"" /dev/sdb1","mkfs.xfs -L ""data"" /dev/sdb1",mkfs.xfs,RHCSA Exam Tasks,Zaawansowane,"mkfs.xfs -L ""data"" /dev/sdb1",19191,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,"mkfs.xfs -L ""data"" /dev/sdb1",,high
mkfs.xfs -L data /dev/sda1,mkfs.xfs -L data /dev/sda1,mkfs.xfs,RHCSA Exam Tasks,create XFS. DANGEROUS,mkfs.xfs -L data /dev/sda1,19196,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,mkfs.xfs -L data /dev/sda1,,high
mkfs.xfs -f,mkfs.xfs -f,mkfs.xfs,RHCSA Exam Tasks,Sekcja Komend,mkfs.xfs -f,19201,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,candidate_internal,mkfs.xfs -f,weak_description,high
mkfs.xfs /dev/sdb1,mkfs.xfs /dev/sdb1,mkfs.xfs,RHCSA Exam Tasks,Sekcja Komend 402,mkfs.xfs /dev/sdb1,19206,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,candidate_internal,mkfs.xfs /dev/sdb1,,high
mount,mount,mount,RHCSA Exam Tasks,Montuje filesystem,mount /dev/sda1 /mnt | mount,19216,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,command_index+candidate_internal,mount,,high
mount --bind,mount --bind,mount,RHCSA Exam Tasks,Bind mount,mount --bind /var/www /home/user/www,19222,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,mount --bind,,high
mount --bind /dev /mnt/dev,mount --bind /dev /mnt/dev,mount,RHCSA Exam Tasks,19.2 Disaster Recovery,mount --bind /dev /mnt/dev,19227,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,mount --bind /dev /mnt/dev,,high
mount --bind /dev /mnt/sysimage/dev,mount --bind /dev /mnt/sysimage/dev,mount,RHCSA Exam Tasks,bind mount devices. SAFE,mount --bind /dev /mnt/sysimage/dev,19232,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,mount --bind /dev /mnt/sysimage/dev,,high
mount --bind /proc /mnt/proc,mount --bind /proc /mnt/proc,mount,RHCSA Exam Tasks,19.2 Disaster Recovery,mount --bind /proc /mnt/proc,19237,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,mount --bind /proc /mnt/proc,,high
mount --bind /proc /mnt/sysimage/proc,mount --bind /proc /mnt/sysimage/proc,mount,RHCSA Exam Tasks,bind mount proc. SAFE,mount --bind /proc /mnt/sysimage/proc,19242,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,mount --bind /proc /mnt/sysimage/proc,,high
mount --bind /source /destination,mount --bind /source /destination,mount,RHCSA Exam Tasks,6.3 Montowanie i fstab,mount --bind /source /destination,19247,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,mount --bind /source /destination,,high
mount --bind /sys /mnt/sys,mount --bind /sys /mnt/sys,mount,RHCSA Exam Tasks,19.2 Disaster Recovery 403,mount --bind /sys /mnt/sys,19252,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,mount --bind /sys /mnt/sys,,high
mount --bind /sys /mnt/sysimage/sys,mount --bind /sys /mnt/sysimage/sys,mount,RHCSA Exam Tasks,bind mount sys. SAFE,mount --bind /sys /mnt/sysimage/sys,19262,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,mount --bind /sys /mnt/sysimage/sys,,high
mount --make-private,mount --make-private,mount,RHCSA Exam Tasks,Private mount,mount --make-private /mnt,19267,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,mount --make-private,,high
mount --make-shared,mount --make-shared,mount,RHCSA Exam Tasks,Shared mount,mount --make-shared /mnt,19272,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,mount --make-shared,,high
mount --make-slave,mount --make-slave,mount,RHCSA Exam Tasks,Slave mount,mount --make-slave /mnt,19277,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,mount --make-slave,,high
mount --make-unbindable,mount --make-unbindable,mount,RHCSA Exam Tasks,Unbindable,mount --make-unbindable /mnt,19282,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,mount --make-unbindable,,high
mount --move,mount --move,mount,RHCSA Exam Tasks,Move mount,mount --move /old /new,19287,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,mount --move,,high
mount --rbind,mount --rbind,mount,RHCSA Exam Tasks,Recursive bind,mount --rbind /dev /mnt/chroot/dev,19292,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,mount --rbind,,high
mount -a,mount -a,mount,RHCSA Exam Tasks,Montuje wszystko z fstab 404,mount -a,19297,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,mount -a,,high
mount -o,mount -o,mount,RHCSA Exam Tasks,Sekcja Komend,mount -o,19307,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,mount -o,weak_description,high
mount -o loop image.iso /mnt/iso,mount -o loop image.iso /mnt/iso,mount,RHCSA Exam Tasks,6.3 Montowanie i fstab,mount -o loop image.iso /mnt/iso,19312,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,mount -o loop image.iso /mnt/iso,,high
"mount -o remount,ro","mount -o remount,ro",mount,RHCSA Exam Tasks,Sekcja Komend,"mount -o remount,ro",19317,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,"mount -o remount,ro",weak_description,high
"mount -o remount,rw","mount -o remount,rw",mount,RHCSA Exam Tasks,Przymontowuje do zapisu,"mount -o remount,rw / | mount -o remount,rw",19322,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,"mount -o remount,rw",,high
"mount -o remount,rw /","mount -o remount,rw /",mount,RHCSA Exam Tasks,"Po uruchomieniu powłoki awaryjnej, przemontowanie głównego systemu plików w tryb zapisu/odczytu linux_engineering_book.pdf","mount -o remount,rw /",19328,,runtime/knowledge/source/linux_master_library_v1.pdf,encyklopedia_inzynierii_linux.html | encyklopedia_inzynierii_linux.pdf | komendy | linux_engineering_book.m,duplicate_existing,candidate_internal,"mount -o remount,rw /",,high
"mount -o remount,rw,nosuid,nodev,noexec /tmp","mount -o remount,rw,nosuid,nodev,noexec /tmp",mount,RHCSA Exam Tasks,restrict /tmp. CAUTION,"mount -o remount,rw,nosuid,nodev,noexec /tmp",19334,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,"mount -o remount,rw,nosuid,nodev,noexec /tmp",,high
mount -o ro,mount -o ro,mount,RHCSA Exam Tasks,Sekcja Komend,mount -o ro,19339,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,mount -o ro,weak_description,high
